cnt,Scenario 
63.95450569,Scenario B (Beta = 1.76)
55.76923077,Scenario B (Beta = 1.76)
10.16483516,Scenario B (Beta = 1.76)
1.53256705,Scenario B (Beta = 1.76)
19.66942149,Scenario B (Beta = 1.76)
-14.1509434,Scenario B (Beta = 1.76)
47.87472036,Scenario B (Beta = 1.76)
26.52849741,Scenario B (Beta = 1.76)
22.59953162,Scenario B (Beta = 1.76)
37.82771536,Scenario B (Beta = 1.76)
72.72727273,Scenario B (Beta = 1.76)
3.827751196,Scenario B (Beta = 1.76)
18.26923077,Scenario B (Beta = 1.76)
35.59977888,Scenario B (Beta = 1.76)
51.12716763,Scenario B (Beta = 1.76)
19.10828025,Scenario B (Beta = 1.76)
104.2979943,Scenario B (Beta = 1.76)
22.22222222,Scenario B (Beta = 1.76)
4.47761194,Scenario B (Beta = 1.76)
19.3258427,Scenario B (Beta = 1.76)
51.4940239,Scenario B (Beta = 1.76)
48.30769231,Scenario B (Beta = 1.76)
86.50627615,Scenario B (Beta = 1.76)
60.8040201,Scenario B (Beta = 1.76)
77.14285714,Scenario B (Beta = 1.76)
63.00813008,Scenario B (Beta = 1.76)
26.51550208,Scenario B (Beta = 1.76)
47.16981132,Scenario B (Beta = 1.76)
62.35294118,Scenario B (Beta = 1.76)
-6.534090909,Scenario B (Beta = 1.76)
32.36514523,Scenario B (Beta = 1.76)
18.5520362,Scenario B (Beta = 1.76)
13.36206897,Scenario B (Beta = 1.76)
112.6836092,Scenario B (Beta = 1.76)
13.78640777,Scenario B (Beta = 1.76)
72.42339833,Scenario B (Beta = 1.76)
37.19512195,Scenario B (Beta = 1.76)
66.66666667,Scenario B (Beta = 1.76)
26.65036675,Scenario B (Beta = 1.76)
51.21412804,Scenario B (Beta = 1.76)
89.31506849,Scenario B (Beta = 1.76)
105.6705671,Scenario B (Beta = 1.76)
8.178438662,Scenario B (Beta = 1.76)
101.4577259,Scenario B (Beta = 1.76)
56.36363636,Scenario B (Beta = 1.76)
125.1937984,Scenario B (Beta = 1.76)
38.82149047,Scenario B (Beta = 1.76)
95.32374101,Scenario B (Beta = 1.76)
38.36477987,Scenario B (Beta = 1.76)
68.48484848,Scenario B (Beta = 1.76)
27.69953052,Scenario B (Beta = 1.76)
63.83989145,Scenario B (Beta = 1.76)
61.80967239,Scenario B (Beta = 1.76)
123.9583333,Scenario B (Beta = 1.76)
112.5890736,Scenario B (Beta = 1.76)
31.38686131,Scenario B (Beta = 1.76)
47.0212766,Scenario B (Beta = 1.76)
132.7361564,Scenario B (Beta = 1.76)
41.15384615,Scenario B (Beta = 1.76)
41.35802469,Scenario B (Beta = 1.76)
77.5,Scenario B (Beta = 1.76)
55.72105619,Scenario B (Beta = 1.76)
35.65505804,Scenario B (Beta = 1.76)
80.10657194,Scenario B (Beta = 1.76)
62.99212598,Scenario B (Beta = 1.76)
63.77118644,Scenario B (Beta = 1.76)
25.44247788,Scenario B (Beta = 1.76)
64.30921053,Scenario B (Beta = 1.76)
91.81946403,Scenario B (Beta = 1.76)
62.11498973,Scenario B (Beta = 1.76)
70.92696629,Scenario B (Beta = 1.76)
52.55681818,Scenario B (Beta = 1.76)
134.5309381,Scenario B (Beta = 1.76)
143.5897436,Scenario B (Beta = 1.76)
112.0038722,Scenario B (Beta = 1.76)
45.65656566,Scenario B (Beta = 1.76)
22.87234043,Scenario B (Beta = 1.76)
122.7891156,Scenario B (Beta = 1.76)
150.3703704,Scenario B (Beta = 1.76)
54.03508772,Scenario B (Beta = 1.76)
40.71428571,Scenario B (Beta = 1.76)
89.10891089,Scenario B (Beta = 1.76)
127.744511,Scenario B (Beta = 1.76)
151.010101,Scenario B (Beta = 1.76)
89.74358974,Scenario B (Beta = 1.76)
39.77055449,Scenario B (Beta = 1.76)
174.0740741,Scenario B (Beta = 1.76)
103.7735849,Scenario B (Beta = 1.76)
73.25,Scenario B (Beta = 1.76)
36.30952381,Scenario B (Beta = 1.76)
79.67914439,Scenario B (Beta = 1.76)
80.01355014,Scenario B (Beta = 1.76)
49.40239044,Scenario B (Beta = 1.76)
72.99703264,Scenario B (Beta = 1.76)
147.9166667,Scenario B (Beta = 1.76)
152.6501767,Scenario B (Beta = 1.76)
63.22869955,Scenario B (Beta = 1.76)
60.5,Scenario B (Beta = 1.76)
127.7461351,Scenario B (Beta = 1.76)
183.3333333,Scenario B (Beta = 1.76)
56.81818182,Scenario B (Beta = 1.76)
101.532567,Scenario B (Beta = 1.76)
149.4661922,Scenario B (Beta = 1.76)
137.6681614,Scenario B (Beta = 1.76)
187.6404494,Scenario B (Beta = 1.76)
149.6644295,Scenario B (Beta = 1.76)
184.7058824,Scenario B (Beta = 1.76)
97.14285714,Scenario B (Beta = 1.76)
150.7331378,Scenario B (Beta = 1.76)
46.42857143,Scenario B (Beta = 1.76)
144.4444444,Scenario B (Beta = 1.76)
155.0724638,Scenario B (Beta = 1.76)
109.5057034,Scenario B (Beta = 1.76)
153.7313433,Scenario B (Beta = 1.76)
203.8387716,Scenario B (Beta = 1.76)
109.5238095,Scenario B (Beta = 1.76)
130.1886792,Scenario B (Beta = 1.76)
194.6428571,Scenario B (Beta = 1.76)
257.0621469,Scenario B (Beta = 1.76)
373.1343284,Scenario B (Beta = 1.76)
489.5910781,Scenario B (Beta = 1.76)
-73.79868488,Scenario B (Beta = 2.63)
-73.2404516,Scenario B (Beta = 2.63)
-68.08721506,Scenario B (Beta = 2.63)
-64.08163265,Scenario B (Beta = 2.63)
-58.44134125,Scenario B (Beta = 2.63)
-56.8464467,Scenario B (Beta = 2.63)
-56.3291966,Scenario B (Beta = 2.63)
-56.27381255,Scenario B (Beta = 2.63)
-54.27499564,Scenario B (Beta = 2.63)
-53.15009265,Scenario B (Beta = 2.63)
-52.81040268,Scenario B (Beta = 2.63)
-51.94112628,Scenario B (Beta = 2.63)
-50.52539405,Scenario B (Beta = 2.63)
-50.05429619,Scenario B (Beta = 2.63)
-49.13793103,Scenario B (Beta = 2.63)
-48.95424837,Scenario B (Beta = 2.63)
-48.69713798,Scenario B (Beta = 2.63)
-48.15229563,Scenario B (Beta = 2.63)
-46.97779027,Scenario B (Beta = 2.63)
-46.12762476,Scenario B (Beta = 2.63)
-46.08603667,Scenario B (Beta = 2.63)
-45.5994898,Scenario B (Beta = 2.63)
-45.42090657,Scenario B (Beta = 2.63)
-45.17005324,Scenario B (Beta = 2.63)
-43.65170184,Scenario B (Beta = 2.63)
-43.55182851,Scenario B (Beta = 2.63)
-43.40301659,Scenario B (Beta = 2.63)
-42.99118443,Scenario B (Beta = 2.63)
-42.34314073,Scenario B (Beta = 2.63)
-42.00545525,Scenario B (Beta = 2.63)
-41.9866636,Scenario B (Beta = 2.63)
-41.88652813,Scenario B (Beta = 2.63)
-41.57147042,Scenario B (Beta = 2.63)
-40.74074074,Scenario B (Beta = 2.63)
-40.28851108,Scenario B (Beta = 2.63)
-38.34407536,Scenario B (Beta = 2.63)
-38.24571498,Scenario B (Beta = 2.63)
-37.34939759,Scenario B (Beta = 2.63)
-36.60457077,Scenario B (Beta = 2.63)
-35.79638752,Scenario B (Beta = 2.63)
-35.48235294,Scenario B (Beta = 2.63)
-35.37280355,Scenario B (Beta = 2.63)
-35.19339365,Scenario B (Beta = 2.63)
-34.63338534,Scenario B (Beta = 2.63)
-34.17372881,Scenario B (Beta = 2.63)
-33.73826615,Scenario B (Beta = 2.63)
-33.72687352,Scenario B (Beta = 2.63)
-33.69093497,Scenario B (Beta = 2.63)
-33.56072828,Scenario B (Beta = 2.63)
-33.32158245,Scenario B (Beta = 2.63)
-31.75129776,Scenario B (Beta = 2.63)
-31.72536253,Scenario B (Beta = 2.63)
-30.97962297,Scenario B (Beta = 2.63)
-30.19977938,Scenario B (Beta = 2.63)
-29.39407342,Scenario B (Beta = 2.63)
-28.8373425,Scenario B (Beta = 2.63)
-28.70633538,Scenario B (Beta = 2.63)
-27.55905512,Scenario B (Beta = 2.63)
-27.54484177,Scenario B (Beta = 2.63)
-26.93668077,Scenario B (Beta = 2.63)
-26.93382037,Scenario B (Beta = 2.63)
-26.52182423,Scenario B (Beta = 2.63)
-26.2604121,Scenario B (Beta = 2.63)
-26.16013072,Scenario B (Beta = 2.63)
-24.62197581,Scenario B (Beta = 2.63)
-24.57912458,Scenario B (Beta = 2.63)
-24.41520468,Scenario B (Beta = 2.63)
-24.23903312,Scenario B (Beta = 2.63)
-23.96788991,Scenario B (Beta = 2.63)
-23.96677472,Scenario B (Beta = 2.63)
-23.87028177,Scenario B (Beta = 2.63)
-23.4421365,Scenario B (Beta = 2.63)
-23.33333333,Scenario B (Beta = 2.63)
-22.90622564,Scenario B (Beta = 2.63)
-22.67857143,Scenario B (Beta = 2.63)
-22.65880812,Scenario B (Beta = 2.63)
-21.50102765,Scenario B (Beta = 2.63)
-21.43442623,Scenario B (Beta = 2.63)
-20.56134723,Scenario B (Beta = 2.63)
-20.39821211,Scenario B (Beta = 2.63)
-20.16711514,Scenario B (Beta = 2.63)
-18.01040312,Scenario B (Beta = 2.63)
-18.00766284,Scenario B (Beta = 2.63)
-17.71413762,Scenario B (Beta = 2.63)
-17.49435666,Scenario B (Beta = 2.63)
-16.50629164,Scenario B (Beta = 2.63)
-15.97796143,Scenario B (Beta = 2.63)
-12.06392313,Scenario B (Beta = 2.63)
-11.50895141,Scenario B (Beta = 2.63)
-11.16600791,Scenario B (Beta = 2.63)
-11.13914924,Scenario B (Beta = 2.63)
-10.47619048,Scenario B (Beta = 2.63)
-10.17105263,Scenario B (Beta = 2.63)
-10.09971427,Scenario B (Beta = 2.63)
-7.947019868,Scenario B (Beta = 2.63)
-7.807905913,Scenario B (Beta = 2.63)
-7.293052968,Scenario B (Beta = 2.63)
-6.130425838,Scenario B (Beta = 2.63)
-5.25404157,Scenario B (Beta = 2.63)
-5.101423781,Scenario B (Beta = 2.63)
-3.696498054,Scenario B (Beta = 2.63)
-3.569682152,Scenario B (Beta = 2.63)
-2.551984877,Scenario B (Beta = 2.63)
-2.107279693,Scenario B (Beta = 2.63)
-1.35501355,Scenario B (Beta = 2.63)
-0.434116445,Scenario B (Beta = 2.63)
0.432692308,Scenario B (Beta = 2.63)
1.354303189,Scenario B (Beta = 2.63)
1.467181467,Scenario B (Beta = 2.63)
2.096436059,Scenario B (Beta = 2.63)
2.405498282,Scenario B (Beta = 2.63)
2.659574468,Scenario B (Beta = 2.63)
4.225352113,Scenario B (Beta = 2.63)
4.512635379,Scenario B (Beta = 2.63)
5.741626794,Scenario B (Beta = 2.63)
6.610526316,Scenario B (Beta = 2.63)
6.959766385,Scenario B (Beta = 2.63)
7.394513299,Scenario B (Beta = 2.63)
8.223684211,Scenario B (Beta = 2.63)
8.325449385,Scenario B (Beta = 2.63)
9.237726098,Scenario B (Beta = 2.63)
9.615384615,Scenario B (Beta = 2.63)
10.31578947,Scenario B (Beta = 2.63)
10.50339086,Scenario B (Beta = 2.63)
10.81555834,Scenario B (Beta = 2.63)
11.44982762,Scenario B (Beta = 2.63)
11.73980842,Scenario B (Beta = 2.63)
11.88118812,Scenario B (Beta = 2.63)
11.99233716,Scenario B (Beta = 2.63)
13.88012618,Scenario B (Beta = 2.63)
14.58966565,Scenario B (Beta = 2.63)
14.76230192,Scenario B (Beta = 2.63)
15.98440546,Scenario B (Beta = 2.63)
16.98685541,Scenario B (Beta = 2.63)
17.49271137,Scenario B (Beta = 2.63)
17.55339806,Scenario B (Beta = 2.63)
17.61978362,Scenario B (Beta = 2.63)
17.98208191,Scenario B (Beta = 2.63)
18.17026684,Scenario B (Beta = 2.63)
18.67192636,Scenario B (Beta = 2.63)
20.46783626,Scenario B (Beta = 2.63)
21.45830623,Scenario B (Beta = 2.63)
21.73781411,Scenario B (Beta = 2.63)
22.76507277,Scenario B (Beta = 2.63)
24.16107383,Scenario B (Beta = 2.63)
24.5641075,Scenario B (Beta = 2.63)
24.63208685,Scenario B (Beta = 2.63)
24.80314961,Scenario B (Beta = 2.63)
25.34129693,Scenario B (Beta = 2.63)
27.86885246,Scenario B (Beta = 2.63)
27.99325464,Scenario B (Beta = 2.63)
28.0190678,Scenario B (Beta = 2.63)
28.91957758,Scenario B (Beta = 2.63)
29.54876274,Scenario B (Beta = 2.63)
29.74186308,Scenario B (Beta = 2.63)
30.21947102,Scenario B (Beta = 2.63)
30.57894737,Scenario B (Beta = 2.63)
30.70342205,Scenario B (Beta = 2.63)
34.43890928,Scenario B (Beta = 2.63)
35.58558559,Scenario B (Beta = 2.63)
36.75213675,Scenario B (Beta = 2.63)
37.62886598,Scenario B (Beta = 2.63)
38.40769904,Scenario B (Beta = 2.63)
38.88888889,Scenario B (Beta = 2.63)
39.24914676,Scenario B (Beta = 2.63)
40.47344111,Scenario B (Beta = 2.63)
40.50925926,Scenario B (Beta = 2.63)
41.89814815,Scenario B (Beta = 2.63)
42.43697479,Scenario B (Beta = 2.63)
42.53632761,Scenario B (Beta = 2.63)
43.58974359,Scenario B (Beta = 2.63)
44.6290144,Scenario B (Beta = 2.63)
45.22263451,Scenario B (Beta = 2.63)
45.50958628,Scenario B (Beta = 2.63)
45.54865424,Scenario B (Beta = 2.63)
45.84527221,Scenario B (Beta = 2.63)
46.0023175,Scenario B (Beta = 2.63)
46.64088932,Scenario B (Beta = 2.63)
47.8007762,Scenario B (Beta = 2.63)
48.60517206,Scenario B (Beta = 2.63)
49.97205143,Scenario B (Beta = 2.63)
51.06664705,Scenario B (Beta = 2.63)
52.12609971,Scenario B (Beta = 2.63)
52.83018868,Scenario B (Beta = 2.63)
54.81522956,Scenario B (Beta = 2.63)
55.18518519,Scenario B (Beta = 2.63)
55.52133744,Scenario B (Beta = 2.63)
55.55995251,Scenario B (Beta = 2.63)
56.3896336,Scenario B (Beta = 2.63)
56.64007508,Scenario B (Beta = 2.63)
58.01324503,Scenario B (Beta = 2.63)
58.53658537,Scenario B (Beta = 2.63)
58.82352941,Scenario B (Beta = 2.63)
60.41033435,Scenario B (Beta = 2.63)
60.90604027,Scenario B (Beta = 2.63)
62.23582856,Scenario B (Beta = 2.63)
64.16666667,Scenario B (Beta = 2.63)
64.32346723,Scenario B (Beta = 2.63)
64.37552389,Scenario B (Beta = 2.63)
66.08119781,Scenario B (Beta = 2.63)
66.40790402,Scenario B (Beta = 2.63)
66.50831354,Scenario B (Beta = 2.63)
66.85400122,Scenario B (Beta = 2.63)
67.07317073,Scenario B (Beta = 2.63)
67.4796748,Scenario B (Beta = 2.63)
68.42105263,Scenario B (Beta = 2.63)
73.47427204,Scenario B (Beta = 2.63)
73.53689567,Scenario B (Beta = 2.63)
73.57992074,Scenario B (Beta = 2.63)
73.99577167,Scenario B (Beta = 2.63)
75.11450382,Scenario B (Beta = 2.63)
75.16339869,Scenario B (Beta = 2.63)
76.92307692,Scenario B (Beta = 2.63)
77.34899329,Scenario B (Beta = 2.63)
77.45454545,Scenario B (Beta = 2.63)
77.77777778,Scenario B (Beta = 2.63)
78.24675325,Scenario B (Beta = 2.63)
80.34188034,Scenario B (Beta = 2.63)
80.59006211,Scenario B (Beta = 2.63)
82.03125,Scenario B (Beta = 2.63)
82.16374269,Scenario B (Beta = 2.63)
82.44897959,Scenario B (Beta = 2.63)
83.51409978,Scenario B (Beta = 2.63)
84.43782576,Scenario B (Beta = 2.63)
85.29577465,Scenario B (Beta = 2.63)
85.96395412,Scenario B (Beta = 2.63)
86.8852459,Scenario B (Beta = 2.63)
90.57225196,Scenario B (Beta = 2.63)
91.40186916,Scenario B (Beta = 2.63)
91.77897574,Scenario B (Beta = 2.63)
92.14975845,Scenario B (Beta = 2.63)
92.37288136,Scenario B (Beta = 2.63)
95.67567568,Scenario B (Beta = 2.63)
95.72368421,Scenario B (Beta = 2.63)
96.13733906,Scenario B (Beta = 2.63)
100.4893964,Scenario B (Beta = 2.63)
100.6793478,Scenario B (Beta = 2.63)
100.7490637,Scenario B (Beta = 2.63)
101.3677812,Scenario B (Beta = 2.63)
102.0114943,Scenario B (Beta = 2.63)
103.0247141,Scenario B (Beta = 2.63)
104.6728972,Scenario B (Beta = 2.63)
104.7044632,Scenario B (Beta = 2.63)
105.6066579,Scenario B (Beta = 2.63)
106.1068702,Scenario B (Beta = 2.63)
106.3873626,Scenario B (Beta = 2.63)
107.4879227,Scenario B (Beta = 2.63)
109.2209857,Scenario B (Beta = 2.63)
110.122164,Scenario B (Beta = 2.63)
110.1441538,Scenario B (Beta = 2.63)
110.8333333,Scenario B (Beta = 2.63)
111.9630234,Scenario B (Beta = 2.63)
112.0401338,Scenario B (Beta = 2.63)
112.4481328,Scenario B (Beta = 2.63)
113.2169576,Scenario B (Beta = 2.63)
114.3730887,Scenario B (Beta = 2.63)
115.0746269,Scenario B (Beta = 2.63)
115.8061954,Scenario B (Beta = 2.63)
117.4558304,Scenario B (Beta = 2.63)
117.4971363,Scenario B (Beta = 2.63)
119.2913386,Scenario B (Beta = 2.63)
123.5474006,Scenario B (Beta = 2.63)
124.7978437,Scenario B (Beta = 2.63)
128.3505155,Scenario B (Beta = 2.63)
128.8359788,Scenario B (Beta = 2.63)
131.8777293,Scenario B (Beta = 2.63)
132.5056433,Scenario B (Beta = 2.63)
132.7909887,Scenario B (Beta = 2.63)
133.7209302,Scenario B (Beta = 2.63)
134.8444444,Scenario B (Beta = 2.63)
140.625,Scenario B (Beta = 2.63)
141.7030568,Scenario B (Beta = 2.63)
142.0779221,Scenario B (Beta = 2.63)
143.5797665,Scenario B (Beta = 2.63)
144.4790047,Scenario B (Beta = 2.63)
145.1145959,Scenario B (Beta = 2.63)
145.2991453,Scenario B (Beta = 2.63)
146.9816273,Scenario B (Beta = 2.63)
148.5576923,Scenario B (Beta = 2.63)
149.1758242,Scenario B (Beta = 2.63)
150.3831418,Scenario B (Beta = 2.63)
152.7272727,Scenario B (Beta = 2.63)
152.8301887,Scenario B (Beta = 2.63)
156.8232662,Scenario B (Beta = 2.63)
157.7202073,Scenario B (Beta = 2.63)
158.1967213,Scenario B (Beta = 2.63)
161.423221,Scenario B (Beta = 2.63)
161.7810761,Scenario B (Beta = 2.63)
161.8421053,Scenario B (Beta = 2.63)
162.8846154,Scenario B (Beta = 2.63)
162.962963,Scenario B (Beta = 2.63)
163.150289,Scenario B (Beta = 2.63)
164.0764331,Scenario B (Beta = 2.63)
170.6303725,Scenario B (Beta = 2.63)
171.6475096,Scenario B (Beta = 2.63)
172.2814499,Scenario B (Beta = 2.63)
173.5955056,Scenario B (Beta = 2.63)
175.1992032,Scenario B (Beta = 2.63)
175.6923077,Scenario B (Beta = 2.63)
175.7322176,Scenario B (Beta = 2.63)
176.0469012,Scenario B (Beta = 2.63)
177.1428571,Scenario B (Beta = 2.63)
177.6422764,Scenario B (Beta = 2.63)
180.5182786,Scenario B (Beta = 2.63)
183.9622642,Scenario B (Beta = 2.63)
186.1764706,Scenario B (Beta = 2.63)
188.0681818,Scenario B (Beta = 2.63)
191.2863071,Scenario B (Beta = 2.63)
191.8552036,Scenario B (Beta = 2.63)
193.1034483,Scenario B (Beta = 2.63)
194.0778736,Scenario B (Beta = 2.63)
194.9514563,Scenario B (Beta = 2.63)
195.9610028,Scenario B (Beta = 2.63)
198.7804878,Scenario B (Beta = 2.63)
199.3589744,Scenario B (Beta = 2.63)
200.407498,Scenario B (Beta = 2.63)
207.2847682,Scenario B (Beta = 2.63)
213.9726027,Scenario B (Beta = 2.63)
214.8514851,Scenario B (Beta = 2.63)
217.8438662,Scenario B (Beta = 2.63)
218.0758017,Scenario B (Beta = 2.63)
220.9090909,Scenario B (Beta = 2.63)
224.4186047,Scenario B (Beta = 2.63)
228.9428076,Scenario B (Beta = 2.63)
229.676259,Scenario B (Beta = 2.63)
232.9140461,Scenario B (Beta = 2.63)
234.9090909,Scenario B (Beta = 2.63)
240.3755869,Scenario B (Beta = 2.63)
241.6553596,Scenario B (Beta = 2.63)
242.7769111,Scenario B (Beta = 2.63)
248.9583333,Scenario B (Beta = 2.63)
252.2565321,Scenario B (Beta = 2.63)
254.0145985,Scenario B (Beta = 2.63)
259.5744681,Scenario B (Beta = 2.63)
259.6091205,Scenario B (Beta = 2.63)
263.2692308,Scenario B (Beta = 2.63)
269.7530864,Scenario B (Beta = 2.63)
272.5,Scenario B (Beta = 2.63)
273.5274204,Scenario B (Beta = 2.63)
273.6318408,Scenario B (Beta = 2.63)
277.9751332,Scenario B (Beta = 2.63)
278.3464567,Scenario B (Beta = 2.63)
281.0381356,Scenario B (Beta = 2.63)
282.079646,Scenario B (Beta = 2.63)
287.6644737,Scenario B (Beta = 2.63)
287.7291961,Scenario B (Beta = 2.63)
290.1437372,Scenario B (Beta = 2.63)
306.8820225,Scenario B (Beta = 2.63)
309.375,Scenario B (Beta = 2.63)
309.5808383,Scenario B (Beta = 2.63)
311.2820513,Scenario B (Beta = 2.63)
314.8112294,Scenario B (Beta = 2.63)
314.9494949,Scenario B (Beta = 2.63)
317.5531915,Scenario B (Beta = 2.63)
325.5102041,Scenario B (Beta = 2.63)
328.6419753,Scenario B (Beta = 2.63)
330.1754386,Scenario B (Beta = 2.63)
331.1904762,Scenario B (Beta = 2.63)
331.6831683,Scenario B (Beta = 2.63)
331.9361277,Scenario B (Beta = 2.63)
332.7441077,Scenario B (Beta = 2.63)
336.9230769,Scenario B (Beta = 2.63)
339.9617591,Scenario B (Beta = 2.63)
340.7407407,Scenario B (Beta = 2.63)
345.2830189,Scenario B (Beta = 2.63)
346.25,Scenario B (Beta = 2.63)
347.0238095,Scenario B (Beta = 2.63)
349.197861,Scenario B (Beta = 2.63)
350.6097561,Scenario B (Beta = 2.63)
363.3466135,Scenario B (Beta = 2.63)
364.3916914,Scenario B (Beta = 2.63)
391.6666667,Scenario B (Beta = 2.63)
401.0600707,Scenario B (Beta = 2.63)
439.9103139,Scenario B (Beta = 2.63)
442,Scenario B (Beta = 2.63)
451.261188,Scenario B (Beta = 2.63)
460.2150538,Scenario B (Beta = 2.63)
467.4242424,Scenario B (Beta = 2.63)
490.0383142,Scenario B (Beta = 2.63)
494.3060498,Scenario B (Beta = 2.63)
499.103139,Scenario B (Beta = 2.63)
515.9550562,Scenario B (Beta = 2.63)
530.2013423,Scenario B (Beta = 2.63)
530.7843137,Scenario B (Beta = 2.63)
557.1428571,Scenario B (Beta = 2.63)
558.9442815,Scenario B (Beta = 2.63)
583.9285714,Scenario B (Beta = 2.63)
585.4166667,Scenario B (Beta = 2.63)
599.1304348,Scenario B (Beta = 2.63)
685.5513308,Scenario B (Beta = 2.63)
729.8507463,Scenario B (Beta = 2.63)
864.8752399,Scenario B (Beta = 2.63)
873.3333333,Scenario B (Beta = 2.63)
950,Scenario B (Beta = 2.63)
1076.785714,Scenario B (Beta = 2.63)
1222.59887,Scenario B (Beta = 2.63)
1263.880597,Scenario B (Beta = 2.63)
2095.35316,Scenario B (Beta = 2.63)
